Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Type,Target
keluargaku katolik paham paham lucu kak xf0 x9f x98 x82 xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0,None,None
berita bom barel bikin shock maunya pulang rumah tidur indekos,0,0,0,0,0,0,0,0,0,0,0,0,None,None
diriku dianya peka apes inner left right join otakku cenut cenut bom sebentar meledak tolong tolong kuat sukanya mengodei dikode prepared pernyataan param print rumah sakit teman temannya xf0 x9f x8d x83 xf0 x9f x90 x92,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
puri tri agung ibadah sembah penganut agama buddha kong fu tse laotze,0,0,0,0,0,0,0,0,0,0,0,0,None,None
siyaaaaap tolong kait kaitkan imbal jasa penjaminan anies sandi apapun dikait kaitkan berhubungan ahok jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
mangkrak kayak susilo bambang yudhoyono uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
solo a star wars cerita tayang kota wali kotanya korupsi bioskop jancuk xf0 x9f x98 xac xf0 x9f x98 xac xf0 x9f x98 xac xf0 x9f x98 xac,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
gubernur jawa timur targetkan jembatan widang selesai h 15 lebaran,0,0,0,0,0,0,0,0,0,0,0,0,None,None
jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
berdasarkan pt 20,0,0,0,0,0,0,0,0,0,0,0,0,None,None
7 sekolah bakar kader nya prabowo tanggung,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
jilbab wajib mas wajib menutup aurat jilbab masuk rukun iman rukun islam kayaknya deh menuhankan jilbab hidup seputaran sepotong kain xf0 x9f x98 x85 xf0 x9f x98 x82 jilbab,0,0,0,0,0,0,0,0,0,0,0,0,None,None
berani mengakui putra melayu takut beraninya teriak teriak kiraan dibantu xf0 x9f x91 xbf xf0 x9f xa4 xb8 xf0 x9f x91 x8e xf0 x9f x91 x8e xf0 x9f x91 x8e hajar mulut bau congor sih ardi goblok,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
pilihan kepala daerah jawa timur nomer 1 menang mercedes nomer 2 menang bmw berkualitas,0,0,0,0,0,0,0,0,0,0,0,0,None,None
melancarkan bahasa inggris deh ai belajar bahasa asing inggris tercantol wkwk jarang dipakai ya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
my ahjussi gelap bin suram durasinya gue suka banget drama model nlee ji eun mantap xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bajingan melukai lady menerima ganjaran seratus kali lipat sanji,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
rezim weeaboo dipersekusi bong bong,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sebutkan jaman mas penjajahan merdeka kerja asing korea utara bermain twitter pakai produk asing tanggung anti asing,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
sih xf0 x9f x91 xa9 xf0 x9f x8f xbb pas diperhatikan warna badannya kontras warna mukanya muka putih badan coklat nih was like xf0 x9f x99 x82 mata gue picek bedakan pakai krim pemutih,0,0,0,0,0,0,0,0,0,0,0,0,None,None
alah bacot mulut lelaki terkadang,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
presiden terhormat setahun korbanphkfreepo kejelasan butuh perhatian korbanphksepihakfreepo,0,0,0,0,0,0,0,0,0,0,0,0,None,None
diam menggebuk dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
perjanjian terbukti menyimpan barang barang kenangan dilepaskan selamat terbukti salah dihukum kayak orang orang yahudi film the boy in stripped piyama,0,0,0,0,0,0,0,0,0,0,0,0,None,None
balikan idih najis tujuh keturunan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
masyarakat adat badui menyerahkan hasil panennya pejabat bupati lebak ino sih rawita gubernur banten wahidin halim seba badui 2018 dw,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anti asing,0,0,0,0,0,0,0,0,0,0,0,0,None,None
i hasil emak emak jual pukinya keaslian berpihak ai komunis indonesia sih ahok anak cina anjing kafir a negara kesatuan republik indonesia,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
hutang nya bangga in bukti rezim gagal 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
tanda tangan freepo kakak memaksa izin usaha pe ambangan khusus freepo dibawa arbitrase international kalah menunggu kakak nya habis menegosiasikan izin usaha pe ambangan khusus rezim pilih nge i,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya kacrut jaringannya taekkkkkk,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
sih teman lihat jutek sinis judes dingin pas doang pas banget bilang gue gila stres sarap ya sih kadang wkwk v jujur banget gue eh astaga dekati haha,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bolot anak alay max biduan kebo parah menyebalkan suka bikin marah marah mesum bau pedean penyemangat xe2 x80 xa6,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
namanya memancing konflik horizontal polisi membiarkan lengserkan jokowi indonesia hancur,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gaya beruk preman kampung mantan supir tembak metromini masuk dewan perwakilan rakyat kampungan berdebat mengajak berantam xe2 x80 xa6,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
nabi sahabat meninggalkan kesenangan dunia ranah agama umat zaman meninggalkan agama ranah kesenangan dunia sekejap alangkah ruginya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kemarin be anya enak anies sandi 7 berkuasa daerah khusus kota terdengar,0,0,0,0,0,0,0,0,0,0,0,0,None,None
rezim laknat sih jokowi kodok 2019 ganti presiden 2019 ganti presiden 2019 jokowi,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
menonton yamaken perankan cowok keren ala ala ikemen penasaran ya perankan dokter kena savant sindrom autis iya autis dokter,0,0,0,0,0,0,0,0,0,0,0,0,None,None
allah menetapkan orbitnya bilangan perhitungan qs,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sibuk jilati bokong jokowi mengambilkan ilham sepe i subhanallah,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
sih janda menyebar hoaks gagahnya culunnya muncul melebihi gaya gagahnya kesimpulannya janda culun xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x91 x8d,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
tumbangkan jokowi radikal lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
enak ya pemimpin dihargai mata dunia,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sah survei terbaru mayoritas warga jokowi presiden duit jalanan sembako chopper 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
wagirin arman apresiasi usulan pilihan kepala daerah dipilih dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
expo dul sebarkan ahok hongkong sapa tau ahok gubernur hongkong haha uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
perkuat arsip digital budaya indonesia menteri perekonomian perhimpunan mahasiswa katolik kunjungi indopos,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ekonomi merosot utang bengkak badan usaha milik negara dijual jokowi mundur chirpstory uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
acara mendungukan membiadabkan bangsa mengaji budaya muhammad arab buta huruf mengakui nabi ganti budaya baca,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
babi ajak,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
budaya sunda bikin mahasiswa asing jatuh cinta koran tradisi seni adat budaya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
allah subhanahu wa taala tuhan berwasiat bukti dungu biadab,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
nete nya air silikon,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
retweeted ubaid sdq takabur lahir penguasa rakyat ulama cendikia iblis makhluk alim amp beribadah beratus ratus dilaknat hasud takaburnya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lucu lucuan kontol,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
hati hati pakai foto aung suu kyin pejabat indonesia dilaporkan polisi aiparno uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
perkenalan pe wiro sableng jurus kunyuk melempar buah uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
juli 2004 komisi nasional hak asasi manusia merilis laporan pembunuhan 9 orang 38 korban luka berat cacat wamena penyisiran tentara nasional indonesia kepolisian republik indonesia 4 april 2003 o letakkan hati logika,0,0,0,0,0,0,0,0,0,0,0,0,None,None
geng geng liberal komunis komunisme diamalkan dengar geng geng fasis sosialis nasional komplain ideologi pegang diamalkan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anak setan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
mami jilati memek nya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ppp buru buru tolak wacana pilihan kepala daerah dewan perwakilan rakyat daerah ppp wacana dikembalikannya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya tuhan banget ceritanya intinya agensinya berengsek,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
ai komunis indonesia adakan prabowo mencalonkan presiden pilih prabowo bilang ai komunis indonesia gue pilih jokowi bilang emx gue pikirkan,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
tuan guru bajang zainul majdi 2019 ganti presiden 2019 presiden,0,0,0,0,0,0,0,0,0,0,0,0,None,None
idiot banget sih bang luki uniform resource locator,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
penambang asing merampok sda indonesia sepe i freepo legal ya,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
membantu rohingya prabowo pencitraan berbicara tok kayak prabowo ya,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gerombolan pembela ai komunis indonesia kolam pendukung penista aduh,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
deklarasi anti hoaks polisi resor pematangsiantar mendukung pilihan kepala daerah serentak 2018,0,0,0,0,0,0,0,0,0,0,0,0,None,None
remaja pemuda kristen jatuh pergaulan bebas terpengaruh dunia jauhilah dosa percabulan perzinaan marak dimana hiduplah roh daging,0,0,0,0,0,0,0,0,0,0,0,0,None,None
orang marah te ipu janji palsu jokowi dilaporkan polisi nih dasar gila,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
menunggu rumah kebelet tai,0,0,0,0,0,0,0,0,0,0,0,0,None,None
joget joget menit hongdae gidle edan,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
dibodohi dijajah diperbudak islam tuhan orang tuhan layak sembah,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
rancangan undang undang sempurna sih lihat perkembangan nya bom a inya rancangan undang undang keras represif ragu aparat nya bera i,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ketersediaan infrastruktur meningkatkan kualitas hidup mendorong pergerakan ekonomi daerah mengurangi biaya logistik memunculkan pusat pe umbuhan ekonomi jokowi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
presiden jokowi gamelan sekolah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cina ahoker berani bayar pribumi aparat aparat korup legalkan aktivitas cina bangsa suku indonesia usir cina,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,Group
te awa mulu kunyuk,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
presiden jokowi tinjau bandara internasional jawa barat majalengka jaka a sumatra headline presiden joko widodo selasa 17 4 2018 be olak kabupaten majalengka jawa barat meninjau bandara internasional jawa,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dibangunnya tol cipularang keuntungan dihasilkan turis berkunjung bandung meningkat jarak tempuh jaka a bandung singkat mempercepat pembangunan ekonomi bandung selamat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
terbukti biarpun menyebut cebong otak pintar kerja kerja kerja kayak kamprettt cocot mulut otak dipakai layar shot percakapan buktikan sih,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
sepe i orang orang beragama mengotot orang orang ateis membuktikan tuhan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
putar goblok bikin emosi ya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
keparat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
lihat video kontol langsung ngaceng ekspresinya bikin menahan serasa crottttt uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
selesaikan 3 idiot twit,0,0,0,0,0,0,0,0,0,0,0,0,None,None
berisik tai ngentot diamkan jempol,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
komplit kebanjiran tenaga kerja asing tenaga kerja asing jokowi restui warga negara asing duduki jabatan direksi badan usaha milik negara parah negeriku pilihan 2019 ganti presiden 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
haha banci kaleng langsung nyungsep pakai akun palsu banci ya saracen waspadalah waspadalah,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
tai nya jamban sih,0,0,0,0,0,0,0,0,0,0,0,0,None,None
menulis twit kafirun munafik bau bau ai komunis indonesia mengakui pancasila mengakui indonesia mentalnya mental kacung,1,1,1,0,1,1,0,0,0,1,0,0,Hate Speech & Abusive,Individual
inggris widjanarko mengabdikan hidup seni budaya pos kota news,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cina angkat kaki istana,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,Group
tolong orang bego dikasih lapak min,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
islam mahasiswa universitas katolik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pekerja seks komersial berhasil mengalahkan memulangkan 4 atlet jepang kasih bonus 1 5,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bolot,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018 im,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ahok kafir takut debat rakyat asli pribumi nelayan pakar reklamasi rakyat ahok kafir bencong,1,1,1,0,1,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
mundur mas tolol,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
hati hati menyebarkan video bom meledak ditangkap,0,0,0,0,0,0,0,0,0,0,0,0,None,None
memek gatal ngentot pakai kontol keker,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
berimajinasi xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 marie elka pangestu kwik kian gie rudy ono susi susanti irwan hidayat bos sido muncul jaya suprana ratusan tokoh tionghoa orang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kesini bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
maaf menyelesaikan peternak pedagang dirugikan akibat ulah manusia be xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,None,None
alhamdulillah pendukung kalah sontoloyo klub idola orang tau muncul akibat pelampiasan amarah sayang oknum puasa xf0 x9f x98 xa2,0,0,0,0,0,0,0,0,0,0,0,0,None,None
manusia anjing mati matian rela mu adz babi ahok kafir uniform resource locator,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
ahok gubernur preman tn abang,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
yahudi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cebong sampah masyarakat,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
pas reza rahadian bilang buta mati hati patah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
emak jualan ya bajingan anak pelacur,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
bantu muslim rohingya bilang dibilang pencitraan tau,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
bagus terbukti dilaporkan pembahasan dipotong akbar faizal bedakan fiksi fiktif,0,0,0,0,0,0,0,0,0,0,0,0,None,None
katolik istilah inkulturasi iman katolik ditampakkan budaya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
hmmm dukung sih membiarkan ditindas ya km setuju kayak bilang sok a let it happen km suppo bisu isu isu lgbt iya no,0,0,0,0,0,0,0,0,0,0,0,0,None,None
merawat kebangsaan masker cap sara alas anies sandi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
keren ksatria jantan berani patuh hukum banci kabur disapa polisi xf0 x9f x98 x8e uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
cebong otak perasaan korban taunya nyinyir,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
pengamat novri susan emil agresif puti santai,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kelompok bang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dagang aneh nyata nya harga puluh ribu kilogram nya nasional idul fitri lebaran puluh ribu aneh nya beras murah rezim aneh,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
cocok presiden,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kristen universal membawa damai situ ajaran kasihi musuh mu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
iya sih pakai ava laki direct message titit,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
tenaga kerja asing cina masuk indonesia bapaknya omnya dicurigai cina cina ahoker,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
hadoiii menteri menyusahkan islam menyenangkan liberal menyenangkan ateis menyenangkan lgbt kelak akhirat teruk kena bantai puak ph nih beriman rukun iman beriman jagalah islam,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kebobrokan birokrasi anies sandi menjabat uniform resource locator via,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
maklum ai komunis sejahtera,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
berengsek tri aplikasi bima tri dihapus sih,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
tudingan dugaan korupsi susilo bambang yudhoyono dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi solo raya,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
berondong 2 kontol berondong kontol lokal prank straight kontol berondong uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
jokowi sepe i karno apapun lengserkan sepaham,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
tonton hina intimidasi bandung xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bagus dewan perwakilan rakyat bubarkan,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
ustad ngentot ngentot pas dakwah ya kasih kutipan dakwah betulan xf0 x9f x98 x82,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
bolot alias daki xf0 x9f x99 x83,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
ateis agama fase,0,0,0,0,0,0,0,0,0,0,0,0,None,None
iyalah kampang,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
merusak jadwal teknisi rumah pagi sore ditunggu kacrut,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
kelemahan berasal pucuk pimpinan i lemah selepas presiden umno najib razak letak jawatan hishammuddin zahid menepati kriteria memimpin i sepakat ismail kassim xe2 x80 x94 hehe kj korang nih,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dedi mulyadi meninggalkan identitas daerah jawa barat wilayah kayak budaya cirebon sunda galuh sunda betawi kebudayaan selamat ulang kang dedi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cewek pms cowok buaya takut xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0,None,None
by the way sih ratu tiru afi hinayah diundang jokowi istana posting tiru iya mengancam bunuh ya allah,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
menyasar jamban mandi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
setuju banget coba ahok gubernur daerah khusus kota tamat nih rumah sakit,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
orang bodoh agama kayak pintar pintar belajar biar orang merugi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
psi sanggah dukungan pasangan gus ipul puti aliansi santri pemuda ekonom kiai arumi bachsin bagus banyuwangi barisan gus sholatu barisan mahasantri loyalis khofifah barisan relawan khofifah black kampanye calon gubernur,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bedebah teror psikologis pilih jokowi,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
undang undang md3 bosku lupa kebebasan berpendapat komplotannya mencoba,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ijazah mu sih cek bedakan perjuangan rakyat semesta semesta,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
66 najis banget gue kepruk ya gubernur,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
orang indonesia bego,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
tim sukses jokowi jatah pe amina rugi uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
akunya memilih bom,0,0,0,0,0,0,0,0,0,0,0,0,None,None
solusi jangka pendek mencegah aksi bom bunuh prof pakai undang undang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
rezim berganti pulang anti islam dipercaya,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,Individual
wkwk telat banget idiot,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kelas menengah pilih jokowi lawan prabowo ham hancur ya indonesia,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
silit ardhog xe2 x99 xa5 xef xb8 x8f,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
love mindun antek anteknya xe2 x99 xa5 xe2 x99 xa5 xe2 x99 xa5,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kafir,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
rezim anti islam berpendapat fadli zon anti negara kesatuan republik indonesia mencoba membenturkan umat islam negara amp aparat,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
mahasiswi sange mengocok memek colok memek mengintip bokep indonesia vivo kimcil bokep pasangan suami istri ngentot tante girang bugilte xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
pindah tugas pontianak lihat kodam hehe ya sok jual mahal manusia homo haha,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bicara dasar ya nasrani kafir,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
ganti mudah mudahan ekonomi membaik sesulit,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
lengserkan digebuk terbukti mendukung radikalisme,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
xe2 x80 x9c xe2 x80 x9d terik matahari menyeruak menerobos indera penglihatannya sosok asing lantas terbangun mengeluh nyaman tubuhnya nyaman xe2 x80 x9cngh xe2 x80 x9d sosok berambu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cinta buta buta gelap gelap asyik bercinta gelap asyik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
xe2 x80 x94 xe2 x80 x9ckamu drop out kampusmu xe2 x80 x9d baskoro nada mata sipit lion membuka terkejut ibunya xe2 x80 x9cbapak tau anak teman b,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pembukaan rangkaian diginesia digelar round table discussion rencananya dihadiri menteri koperasi usaha menengah anak agung gede ngurah puspayoga wakil gubernur daerah khusus kota jaka a sandiaga uno gedung sindo jaka a senin 23 4 2018 sindone,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pusing gue anjing,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
dasar lelaki kardus lelaki karpet lelaki kencrot lelaki bangkrut lelaki mencret lelaki kernet lelaki bangsaaaaaaaatttt,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
misi 4 membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur asyik menang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
curang titit sele sakit nih,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ngentot yuk sayang,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
eh positif guys tekankan kaum 212 bela agama kitab sucinya fiksi fiksi isinya norma kehidupan,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
koreng dilarang menghina,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
telkomsel kacrut nih puluh menit wa telepon cihui,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
pendukung ahok ditangkap zaman jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
membunuh anak lahir mendengar menghanguskan salah desa respon dariku mendesak pergilah hutan idora eadlyn melindungimu cacat t,0,0,0,0,0,0,0,0,0,0,0,0,None,None
memegang tai menahan batu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sok inggris anjir merepotkan xf0 x9f x98 x92 xf0 x9f x98 x92 fi nya diceritakan panjaaangg intinya cuek cuek najis isinya apes orang desc nya ya orang berekspresi ditebak menyebalkan itukan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
ih bego lesbi gue,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
enak komentar situasi sakit hati beli obat jerawat murah hargai orang sembuh jerawat cocot cocot simpan argumenmu,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kaget anjir kucing masuk kamar anjing,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
malen jempol gue pegal nge switch acc kampang on nde,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
mustahil polisi berani menangkap kubu mustahil bin mustahil kepala kepolisian republik indonesia politic id,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
playlist dygta kesepian wali jodi alda titi kamal jablay,0,0,0,0,0,0,0,0,0,0,0,0,None,None
alah komplotan banci,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
persatuan ai komunis indonesia silakan rekonsiliasi cebong dungu sekolam,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
xe3 x83 xbc xe2 x9c xa7 cacat kesalahan sedikitpun sang wanita melakukannya pelayan xe3 x80 x80 xe3 x80 x80be ahan hidup terngiang kepalanya i,0,0,0,0,0,0,0,0,0,0,0,0,None,None
26 48 65 98 komunis berhasil berkuasa penuh rezim,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
